system:index,B2,B3,B4,B8,class,.geo
1_000000000000000001b7_0_0,793.0,946.0,1050.0,2334.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.43674127698057,-38.432128727079224]}"
1_000000000000000001b7_1_0,793.0,946.0,1050.0,2334.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.43674127698057,-38.432128727079224]}"
1_000000000000000001b7_2_0,793.0,946.0,1050.0,2334.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.43674127698057,-38.432128727079224]}"
1_000000000000000001b7_3_0,793.0,946.0,1050.0,2334.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.43674127698057,-38.432128727079224]}"
1_000000000000000001b7_4_0,781.0,999.0,1166.0,3226.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.43656161392374,-38.4319490640224]}"
1_000000000000000001b7_5_0,760.0,811.0,904.0,2470.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.43665144545216,-38.4319490640224]}"
1_000000000000000001b7_6_0,760.0,811.0,904.0,2470.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.43665144545216,-38.4319490640224]}"
1_000000000000000001b7_7_0,760.0,811.0,904.0,2470.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.43665144545216,-38.4319490640224]}"
1_000000000000000001b7_8_0,760.0,811.0,904.0,2470.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.43665144545216,-38.4319490640224]}"
1_000000000000000001b7_9_0,784.0,905.0,962.0,2396.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.43665144545216,-38.43203889555081]}"
1_00000000000000000064_0_0,355.0,583.0,736.0,1180.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.17955361113715,-38.38505700619136]}"
1_00000000000000000064_1_0,629.0,858.0,1180.0,2486.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.1791942850235,-38.38514683771977]}"
1_00000000000000000064_2_0,388.0,627.0,702.0,1472.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.17937394808033,-38.38514683771977]}"
1_00000000000000000064_3_0,485.0,780.0,1086.0,2082.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.17946377960874,-38.38496717466295]}"
1_00000000000000000064_4_0,263.0,433.0,463.0,713.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.17973327419398,-38.38523666924818]}"
1_00000000000000000064_5_0,510.0,852.0,990.0,1714.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.17964344266557,-38.38532650077659]}"
